account_number,company,transaction_amount,transaction_date
35927483,Brown-Shaffer,28.53,2024-05-30
35495640,"Smith, Smith and Sanford",37.31,2024-04-06
56124453,"Evans, Young and Dean",53.83,2024-04-01
35495640,"Castillo, Hill and Lee",79.88,2024-04-05
35495640,"Trujillo, Ewing and Young",93.96,2024-03-28
35927483,Allen Ltd,6.19,2024-01-30
35927483,"Rhodes, Miller and Jackson",69.11,2024-06-30
56124453,"Smith, Smith and Sanford",60.4,2024-02-14
35495640,Hayes-Rios,59.48,2024-07-09
56124453,Carpenter PLC,55.69,2024-07-16
56124453,Gomez-Hunt,38.02,2024-01-10
35927483,"Thomas, Walker and Craig",99.44,2024-04-19
56124453,"Hamilton, Brown and Vincent",92.85,2024-07-23
56124453,"Suarez, Russell and Coleman",23.04,2024-06-20
35495640,Smith-Daniels,26.39,2024-02-09
35495640,Jones and Sons,37.99,2024-04-21
56124453,Hughes Inc,5.52,2024-02-10
35927483,Davis-Ramos,41.91,2024-05-21
35495640,Smith-Daniels,36.7,2024-02-18
35927483,"Trujillo, Ewing and Young",76.7,2024-05-15
35927483,"Greene, Martin and Benson",39.83,2024-01-16
35927483,"Nguyen, Walker and Church",56.55,2024-03-21
56124453,"Rodriguez, Ray and Romero",39.27,2024-04-11
35927483,"Hamilton, Brown and Vincent",99.2,2024-01-09
35495640,Davis-Ramos,3.77,2024-06-02
35495640,Hayes-Rios,2.33,2024-07-12
35927483,Hughes Inc,87.89,2024-02-05
35495640,"Hamilton, Brown and Vincent",25.63,2024-02-04
35495640,Davis-Kennedy,31.2,2024-05-02
56124453,Monroe-Howard,8.85,2024-01-19
35927483,Hayes-Rios,13.31,2024-05-07
56124453,Davis-Ramos,76.35,2024-04-27
35495640,Weber-Lynch,91.89,2024-04-05
56124453,"Evans, Young and Dean",79.01,2024-05-16
35927483,Davis-Ramos,22.55,2024-04-22
35495640,Hayes-Rios,88.83,2024-07-11
35495640,Hayes-Rios,28.2,2024-01-20
56124453,Davis-Mcgee,27.2,2024-02-22
35927483,Hughes Inc,59.41,2024-06-14
35927483,Gomez-Hunt,20.03,2024-03-24
35495640,Sanchez-Meyers,97.65,2024-04-23
35927483,Davis-Mcgee,8.3,2024-02-04
56124453,Smith-Daniels,10.81,2024-05-24
56124453,Monroe-Howard,64.71,2024-02-28
56124453,Sanchez-Meyers,44.33,2024-04-05
56124453,Smith-Daniels,18.28,2024-07-12
35927483,Smith-Daniels,34.14,2024-01-18
35927483,"Rhodes, Miller and Jackson",26.07,2024-03-29
35927483,Brown-Shaffer,4.99,2024-07-14
56124453,"Greene, Martin and Benson",82.23,2024-03-01
35927483,Davis-Kennedy,4.18,2024-06-19
35927483,Weber-Lynch,88.68,2024-04-03
35495640,"Greene, Martin and Benson",49.83,2024-04-06
35495640,"Greene, Martin and Benson",76.79,2024-01-28
56124453,Hayes-Rios,53.28,2024-05-27
35927483,"Smith, Smith and Sanford",72.64,2024-03-26
35927483,"Martin, Fuentes and Owens",75.69,2024-02-15
35927483,"Figueroa, Stark and Ferguson",12.18,2024-07-26
35495640,"Trujillo, Ewing and Young",0.31,2024-05-01
35495640,"Rhodes, Miller and Jackson",8.92,2024-05-29
35495640,Davis-Mcgee,92.49,2024-05-03
35495640,"Evans, Young and Dean",74.59,2024-06-04
56124453,"Greene, Martin and Benson",27.7,2024-03-24
35495640,"Suarez, Russell and Coleman",97.09,2024-07-15
35495640,Davis-Mcgee,1.4,2024-01-22
35495640,"Nguyen, Walker and Church",13.32,2024-01-01
35927483,"Thomas, Walker and Craig",72.0,2024-04-23
35927483,"Figueroa, Stark and Ferguson",95.29,2024-02-15
56124453,"Nguyen, Walker and Church",21.7,2024-02-11
56124453,"Greene, Martin and Benson",52.41,2024-05-22
35927483,"Suarez, Russell and Coleman",50.68,2024-05-21
56124453,"Smith, Smith and Sanford",97.48,2024-06-27
35927483,Davis-Mcgee,40.07,2024-04-07
35927483,Carpenter PLC,55.72,2024-02-03
35927483,"Rhodes, Miller and Jackson",83.43,2024-06-01
35495640,Monroe-Howard,8.7,2024-07-24
35927483,"Nguyen, Walker and Church",69.99,2024-07-27
35927483,Smith-Daniels,8.39,2024-05-25
35927483,"Rhodes, Miller and Jackson",2.87,2024-03-08
35927483,"Evans, Young and Dean",74.75,2024-05-27
35495640,"Nguyen, Walker and Church",90.71,2024-01-30
35927483,Allen Ltd,33.16,2024-06-12
56124453,Hayes-Rios,97.7,2024-03-07
35927483,Jones and Sons,58.03,2024-06-30
35927483,Davis-Mcgee,30.47,2024-02-17
35927483,"Rodriguez, Ray and Romero",72.98,2024-04-09
35927483,Davis-Ramos,9.88,2024-01-10
35495640,"Barnes, Young and Sanchez",27.32,2024-05-15
35927483,"Barnes, Young and Sanchez",54.83,2024-05-18
56124453,"Martin, Fuentes and Owens",93.78,2024-06-02
35927483,Weber-Lynch,51.85,2024-01-17
35927483,"Suarez, Russell and Coleman",9.81,2024-07-13
35495640,Hughes Inc,22.7,2024-03-13
56124453,Allen Ltd,72.84,2024-05-18
56124453,"Trujillo, Ewing and Young",30.98,2024-04-21
35495640,Brown-Shaffer,81.75,2024-06-28
56124453,"Barnes, Young and Sanchez",42.02,2024-05-13
56124453,"Evans, Young and Dean",62.18,2024-02-17
35927483,"Rhodes, Miller and Jackson",1.0,2024-01-20
35495640,Davis-Kennedy,42.72,2024-03-04
56124453,"Hamilton, Brown and Vincent",75.34,2024-07-20
35495640,Hayes-Rios,80.5,2024-01-06
35927483,"Trujillo, Ewing and Young",10.91,2024-07-12
56124453,Brown-Shaffer,49.22,2024-01-30
56124453,"Castillo, Hill and Lee",38.87,2024-07-16
35495640,"Martin, Fuentes and Owens",33.39,2024-03-27
35927483,"Rhodes, Miller and Jackson",80.61,2024-04-28
35495640,Sanchez-Meyers,82.52,2024-02-28
35495640,Carpenter PLC,19.51,2024-03-17
35927483,"Figueroa, Stark and Ferguson",73.47,2024-01-20
35927483,Davis-Mcgee,44.85,2024-06-19
35927483,Smith-Daniels,26.27,2024-07-23
35927483,"Suarez, Russell and Coleman",66.3,2024-01-04
35927483,Hughes Inc,3.88,2024-07-03
35495640,Monroe-Howard,4.59,2024-05-28
35495640,Sanchez-Meyers,43.21,2024-06-05
56124453,"Castillo, Hill and Lee",65.69,2024-05-08
35927483,Weber-Lynch,96.37,2024-03-04
35495640,Brown-Shaffer,22.99,2024-07-06
35927483,"Hamilton, Brown and Vincent",38.93,2024-02-05
56124453,Gomez-Hunt,75.84,2024-04-08
56124453,Gomez-Hunt,74.49,2024-03-26
35927483,"Hamilton, Brown and Vincent",86.34,2024-05-18
56124453,Smith-Daniels,40.63,2024-03-01
56124453,"Rhodes, Miller and Jackson",99.14,2024-03-30
35495640,Allen Ltd,60.07,2024-05-12
35927483,Davis-Mcgee,22.99,2024-06-29
35927483,"Rodriguez, Ray and Romero",8.9,2024-01-30
35495640,Hester-Thomas,87.9,2024-01-31
35927483,Weber-Lynch,75.41,2024-01-14
56124453,"Nguyen, Walker and Church",64.43,2024-04-18
35495640,Carpenter PLC,56.31,2024-02-22
56124453,"Thomas, Walker and Craig",69.17,2024-04-25
35495640,Davis-Ramos,73.06,2024-04-25
35927483,Brown-Shaffer,16.76,2024-06-12
35495640,Sanchez-Meyers,9.35,2024-05-24
35927483,Hester-Thomas,8.45,2024-01-07
56124453,Davis-Kennedy,12.26,2024-07-29
56124453,Allen Ltd,76.52,2024-07-22
56124453,Sanchez-Meyers,13.58,2024-07-21
35495640,Brown-Shaffer,40.21,2024-03-21
35495640,"Suarez, Russell and Coleman",29.67,2024-05-22
35495640,"Greene, Martin and Benson",41.67,2024-01-12
35927483,"Rodriguez, Ray and Romero",0.68,2024-07-13
35495640,Jones and Sons,1.22,2024-06-18
35927483,Reyes PLC,89.1,2024-02-02
56124453,"Barnes, Young and Sanchez",92.34,2024-04-30
35495640,Davis-Kennedy,40.83,2024-05-04
56124453,Monroe-Howard,8.95,2024-02-28
35495640,Sanchez-Meyers,51.85,2024-04-08
35495640,Smith-Daniels,12.87,2024-03-13
35927483,"Smith, Smith and Sanford",53.27,2024-01-06
35927483,Davis-Mcgee,24.45,2024-03-29
56124453,Hester-Thomas,85.26,2024-06-15
56124453,Jones and Sons,27.6,2024-05-15
35495640,Davis-Ramos,88.54,2024-03-19
56124453,"Rodriguez, Ray and Romero",24.1,2024-02-22
35927483,"Martin, Fuentes and Owens",88.61,2024-03-15
35495640,Weber-Lynch,99.35,2024-07-04
35495640,Hester-Thomas,67.47,2024-03-03
35927483,"Trujillo, Ewing and Young",33.1,2024-01-03
35927483,"Evans, Young and Dean",13.92,2024-06-16
35927483,Davis-Ramos,52.54,2024-07-09
56124453,"Smith, Smith and Sanford",33.2,2024-05-12
35495640,"Barnes, Young and Sanchez",77.38,2024-02-17
35927483,"Trujillo, Ewing and Young",26.69,2024-04-20
35495640,"Greene, Martin and Benson",51.97,2024-06-08
56124453,"Hamilton, Brown and Vincent",70.56,2024-05-22
35495640,"Trujillo, Ewing and Young",37.32,2024-02-08
35927483,"Figueroa, Stark and Ferguson",93.08,2024-02-27
35927483,Allen Ltd,4.88,2024-02-05
35495640,"Martin, Fuentes and Owens",87.69,2024-06-21
35495640,"Hamilton, Brown and Vincent",79.23,2024-05-17
35495640,"Rodriguez, Ray and Romero",57.86,2024-07-21
35495640,"Nguyen, Walker and Church",89.47,2024-07-27
35927483,Hughes Inc,53.47,2024-06-27
35927483,Sanchez-Meyers,59.91,2024-01-29
35927483,Weber-Lynch,88.16,2024-04-05
35927483,"Trujillo, Ewing and Young",20.67,2024-01-17
35495640,Davis-Mcgee,6.3,2024-07-13
35495640,"Barnes, Young and Sanchez",97.59,2024-01-19
35495640,Brown-Shaffer,63.13,2024-06-22
35927483,Weber-Lynch,4.15,2024-07-10
56124453,"Nguyen, Walker and Church",43.07,2024-04-27
35495640,"Greene, Martin and Benson",39.23,2024-02-26
56124453,Davis-Kennedy,94.64,2024-05-16
56124453,"Barnes, Young and Sanchez",46.82,2024-01-02
35495640,Allen Ltd,57.17,2024-03-06
35495640,Davis-Ramos,95.27,2024-02-28
35927483,Gomez-Hunt,88.01,2024-06-21
35927483,Reyes PLC,93.54,2024-06-29
35927483,Davis-Ramos,32.34,2024-06-24
35927483,Hester-Thomas,3.33,2024-05-19
56124453,"Evans, Young and Dean",7.08,2024-06-24
56124453,"Castillo, Hill and Lee",84.71,2024-04-10
56124453,Brown-Shaffer,77.13,2024-05-22
35927483,"Smith, Smith and Sanford",21.82,2024-04-08
35927483,"Hamilton, Brown and Vincent",33.96,2024-02-15
56124453,Hester-Thomas,79.94,2024-07-18
35927483,Gomez-Hunt,87.76,2024-03-31
56124453,"Nguyen, Walker and Church",31.28,2024-04-03
35495640,Davis-Kennedy,76.83,2024-02-23
35495640,Hayes-Rios,22.58,2024-02-14
35495640,"Castillo, Hill and Lee",37.8,2024-04-28
35495640,Davis-Ramos,64.44,2024-02-19
35495640,Reyes PLC,37.14,2024-07-24
56124453,Allen Ltd,56.92,2024-05-31
56124453,"Hamilton, Brown and Vincent",64.95,2024-03-24
56124453,"Thomas, Walker and Craig",55.77,2024-07-20
35927483,Gomez-Hunt,16.74,2024-02-28
56124453,Reyes PLC,27.99,2024-05-26
35927483,"Martin, Fuentes and Owens",3.61,2024-03-24
35927483,"Rodriguez, Ray and Romero",65.54,2024-05-10
56124453,"Barnes, Young and Sanchez",65.3,2024-05-29
56124453,Davis-Kennedy,94.53,2024-02-26
35927483,"Figueroa, Stark and Ferguson",41.03,2024-01-30
56124453,"Hamilton, Brown and Vincent",39.18,2024-04-28
56124453,Reyes PLC,13.68,2024-04-24
56124453,"Smith, Smith and Sanford",8.28,2024-02-04
35495640,Hughes Inc,32.94,2024-05-06
35495640,"Figueroa, Stark and Ferguson",3.48,2024-02-18
35495640,Allen Ltd,78.36,2024-03-30
35495640,"Thomas, Walker and Craig",28.98,2024-02-01
56124453,"Trujillo, Ewing and Young",43.88,2024-07-23
35927483,"Figueroa, Stark and Ferguson",29.23,2024-04-11
35495640,"Trujillo, Ewing and Young",1.33,2024-01-14
35927483,Allen Ltd,36.21,2024-03-11
35927483,"Hamilton, Brown and Vincent",56.41,2024-02-29
35927483,"Rhodes, Miller and Jackson",45.94,2024-06-27
56124453,"Castillo, Hill and Lee",21.78,2024-03-10
35495640,"Trujillo, Ewing and Young",29.46,2024-05-14
35495640,"Evans, Young and Dean",70.32,2024-06-25
56124453,Hester-Thomas,10.32,2024-03-19
35495640,Reyes PLC,82.6,2024-06-17
35495640,Carpenter PLC,13.25,2024-03-28
35927483,Brown-Shaffer,2.15,2024-05-06
35495640,Smith-Daniels,46.31,2024-03-10
56124453,Hughes Inc,70.6,2024-05-18
35495640,Monroe-Howard,72.96,2024-02-12
56124453,Carpenter PLC,18.54,2024-07-20
56124453,Hester-Thomas,20.86,2024-04-17
35927483,Smith-Daniels,90.59,2024-04-04
56124453,"Rodriguez, Ray and Romero",59.7,2024-01-02
56124453,Brown-Shaffer,91.65,2024-03-21
35927483,"Barnes, Young and Sanchez",64.26,2024-01-26
35495640,"Nguyen, Walker and Church",35.68,2024-07-01
35927483,Monroe-Howard,56.78,2024-07-21
56124453,Sanchez-Meyers,68.21,2024-02-27
56124453,"Hamilton, Brown and Vincent",21.04,2024-02-29
35495640,Davis-Ramos,65.58,2024-02-19
56124453,"Thomas, Walker and Craig",64.61,2024-03-28
35495640,Davis-Kennedy,9.34,2024-04-15
56124453,"Hamilton, Brown and Vincent",30.87,2024-03-16
56124453,Allen Ltd,57.78,2024-05-01
56124453,"Thomas, Walker and Craig",8.75,2024-01-14
56124453,Carpenter PLC,45.36,2024-05-22
35495640,"Greene, Martin and Benson",98.92,2024-06-24
35495640,Monroe-Howard,2.39,2024-04-22
35927483,Hester-Thomas,50.54,2024-01-29
35927483,"Rhodes, Miller and Jackson",26.98,2024-01-28
35495640,"Barnes, Young and Sanchez",26.48,2024-05-28
56124453,Davis-Kennedy,81.0,2024-03-28
35927483,Jones and Sons,76.46,2024-06-21
35927483,"Hamilton, Brown and Vincent",89.08,2024-03-14
35927483,"Nguyen, Walker and Church",22.88,2024-06-19
56124453,Monroe-Howard,78.36,2024-07-10
35495640,Jones and Sons,85.07,2024-02-05
35495640,"Rhodes, Miller and Jackson",94.13,2024-05-20
56124453,Carpenter PLC,72.31,2024-03-21
35495640,Brown-Shaffer,20.6,2024-05-06
35495640,"Evans, Young and Dean",38.22,2024-01-05
35495640,Jones and Sons,32.76,2024-05-01
35927483,"Suarez, Russell and Coleman",72.78,2024-06-11
56124453,Davis-Mcgee,76.19,2024-05-16
35495640,"Greene, Martin and Benson",86.04,2024-02-14
56124453,Davis-Mcgee,68.73,2024-02-19
35495640,"Rodriguez, Ray and Romero",38.42,2024-04-03
35927483,"Barnes, Young and Sanchez",58.38,2024-03-11
35927483,Gomez-Hunt,99.0,2024-02-23
35927483,Smith-Daniels,92.36,2024-01-25
56124453,Smith-Daniels,93.48,2024-04-08
35927483,Hester-Thomas,93.4,2024-06-17
35927483,Sanchez-Meyers,51.85,2024-03-21
56124453,Smith-Daniels,53.99,2024-05-19
35927483,"Rhodes, Miller and Jackson",23.24,2024-01-06
56124453,"Evans, Young and Dean",25.08,2024-05-17
35927483,"Trujillo, Ewing and Young",61.64,2024-03-27
56124453,Weber-Lynch,64.48,2024-02-28
35495640,"Rodriguez, Ray and Romero",38.57,2024-06-21
35927483,Davis-Mcgee,13.99,2024-03-13
35495640,Carpenter PLC,35.89,2024-03-28
56124453,Hester-Thomas,0.81,2024-01-12
56124453,Weber-Lynch,82.16,2024-02-27
35495640,"Castillo, Hill and Lee",73.37,2024-02-25
35495640,"Nguyen, Walker and Church",95.86,2024-07-02
56124453,Reyes PLC,67.56,2024-04-03
35495640,"Hamilton, Brown and Vincent",38.61,2024-02-25
56124453,Jones and Sons,22.28,2024-04-30
35927483,"Greene, Martin and Benson",90.22,2024-01-12
35927483,Reyes PLC,48.27,2024-03-21
35495640,Jones and Sons,87.01,2024-04-28
35495640,"Trujillo, Ewing and Young",72.33,2024-06-30
56124453,Gomez-Hunt,87.38,2024-07-27
35495640,"Barnes, Young and Sanchez",8.45,2024-03-25
35495640,"Thomas, Walker and Craig",28.65,2024-05-03
56124453,Hayes-Rios,57.24,2024-03-11
35495640,"Nguyen, Walker and Church",56.15,2024-04-07
35927483,"Figueroa, Stark and Ferguson",64.38,2024-03-03
35927483,Brown-Shaffer,3.92,2024-04-10
35927483,Hester-Thomas,55.1,2024-05-24
56124453,Davis-Mcgee,7.67,2024-02-16
35927483,Sanchez-Meyers,20.79,2024-05-09
56124453,Brown-Shaffer,93.64,2024-05-14
56124453,Reyes PLC,29.18,2024-05-07
56124453,"Suarez, Russell and Coleman",0.73,2024-01-19
56124453,Carpenter PLC,33.96,2024-05-26
35927483,Gomez-Hunt,77.54,2024-03-04
56124453,"Thomas, Walker and Craig",46.61,2024-07-10
35927483,Davis-Mcgee,24.33,2024-04-26
56124453,Davis-Mcgee,60.1,2024-01-20
35927483,Hester-Thomas,24.83,2024-01-11
56124453,Weber-Lynch,47.08,2024-05-01
35927483,"Smith, Smith and Sanford",57.26,2024-02-27
56124453,"Smith, Smith and Sanford",68.24,2024-02-25
35495640,"Barnes, Young and Sanchez",65.81,2024-01-11
35927483,Davis-Mcgee,80.51,2024-06-19
35927483,"Greene, Martin and Benson",22.22,2024-07-19
35495640,Gomez-Hunt,45.91,2024-01-23
35927483,"Rodriguez, Ray and Romero",84.15,2024-07-28
35495640,"Rhodes, Miller and Jackson",37.4,2024-03-18
35927483,"Suarez, Russell and Coleman",80.22,2024-02-17
35495640,Carpenter PLC,60.84,2024-01-25
35927483,Gomez-Hunt,89.14,2024-04-11
35495640,"Martin, Fuentes and Owens",31.51,2024-05-22
35927483,"Martin, Fuentes and Owens",96.01,2024-07-19
56124453,"Martin, Fuentes and Owens",22.69,2024-04-18
35927483,"Suarez, Russell and Coleman",61.45,2024-01-22
35495640,Davis-Kennedy,9.41,2024-03-14
35495640,"Barnes, Young and Sanchez",2.86,2024-02-26
35927483,Monroe-Howard,16.34,2024-03-01
56124453,Sanchez-Meyers,71.21,2024-05-14
35495640,"Hamilton, Brown and Vincent",9.98,2024-02-24
56124453,"Barnes, Young and Sanchez",41.9,2024-03-09
56124453,"Thomas, Walker and Craig",34.89,2024-04-05
56124453,"Rhodes, Miller and Jackson",22.56,2024-07-04
35927483,"Castillo, Hill and Lee",9.43,2024-01-28
35927483,"Greene, Martin and Benson",85.75,2024-02-19
56124453,"Figueroa, Stark and Ferguson",22.85,2024-06-03
35495640,"Smith, Smith and Sanford",48.79,2024-03-05
35495640,Jones and Sons,93.64,2024-04-09
35927483,"Castillo, Hill and Lee",19.58,2024-01-12
56124453,Allen Ltd,25.56,2024-02-22
35927483,Hughes Inc,38.11,2024-02-10
35495640,"Rodriguez, Ray and Romero",6.03,2024-05-24
35495640,"Martin, Fuentes and Owens",93.02,2024-03-05
35495640,"Greene, Martin and Benson",39.59,2024-04-10
35495640,"Rodriguez, Ray and Romero",30.56,2024-05-31
35927483,Reyes PLC,98.08,2024-07-13
56124453,"Barnes, Young and Sanchez",7.01,2024-02-05
35927483,"Thomas, Walker and Craig",46.19,2024-04-22
35927483,"Hamilton, Brown and Vincent",99.26,2024-04-14
35495640,Jones and Sons,97.06,2024-04-24
35927483,"Rhodes, Miller and Jackson",14.34,2024-05-06
35495640,"Rodriguez, Ray and Romero",46.5,2024-01-02
35927483,"Martin, Fuentes and Owens",77.14,2024-07-10
35495640,"Rodriguez, Ray and Romero",22.74,2024-02-07
35495640,"Rhodes, Miller and Jackson",19.14,2024-05-16
35495640,Smith-Daniels,57.68,2024-07-26
35927483,"Rodriguez, Ray and Romero",17.11,2024-05-20
35495640,"Thomas, Walker and Craig",39.07,2024-04-25
56124453,"Castillo, Hill and Lee",86.0,2024-06-07
56124453,"Hamilton, Brown and Vincent",57.41,2024-03-31
35495640,"Evans, Young and Dean",65.58,2024-06-28
35927483,Reyes PLC,71.43,2024-05-19
35927483,"Martin, Fuentes and Owens",89.97,2024-03-22
56124453,Sanchez-Meyers,90.19,2024-06-18
35927483,"Rodriguez, Ray and Romero",85.76,2024-07-20
35927483,"Barnes, Young and Sanchez",12.79,2024-03-05
35927483,"Rodriguez, Ray and Romero",16.62,2024-05-15
35927483,Davis-Mcgee,66.21,2024-03-20
56124453,Gomez-Hunt,44.56,2024-04-27
56124453,"Barnes, Young and Sanchez",58.13,2024-03-26
35495640,Reyes PLC,60.09,2024-02-01
35495640,"Greene, Martin and Benson",89.68,2024-05-25
35495640,"Suarez, Russell and Coleman",17.16,2024-06-17
35495640,Allen Ltd,23.0,2024-07-22
35495640,"Hamilton, Brown and Vincent",62.51,2024-07-27
35927483,Smith-Daniels,81.24,2024-03-20
56124453,"Rhodes, Miller and Jackson",28.68,2024-04-15
35495640,"Trujillo, Ewing and Young",1.29,2024-07-18
56124453,Allen Ltd,99.39,2024-03-26
35495640,"Suarez, Russell and Coleman",11.33,2024-05-05
35927483,"Evans, Young and Dean",98.26,2024-03-03
35495640,"Nguyen, Walker and Church",57.18,2024-02-14
35927483,Reyes PLC,40.97,2024-03-04
35495640,"Barnes, Young and Sanchez",27.47,2024-05-01
56124453,Monroe-Howard,49.35,2024-03-25
56124453,Weber-Lynch,57.49,2024-06-22
56124453,Allen Ltd,25.6,2024-06-08
35495640,Hughes Inc,50.72,2024-01-09
56124453,"Barnes, Young and Sanchez",69.84,2024-03-29
35495640,Hayes-Rios,26.55,2024-05-31
35495640,"Castillo, Hill and Lee",76.47,2024-03-02
35495640,Gomez-Hunt,39.65,2024-05-09
35927483,Allen Ltd,18.68,2024-04-08
56124453,Hayes-Rios,59.54,2024-01-08
56124453,"Suarez, Russell and Coleman",31.23,2024-02-12
35495640,Reyes PLC,49.63,2024-06-18
56124453,"Evans, Young and Dean",59.65,2024-01-25
35495640,Hester-Thomas,82.6,2024-03-19
35927483,Jones and Sons,49.02,2024-06-13
35927483,Sanchez-Meyers,22.32,2024-03-08
35495640,Davis-Mcgee,76.76,2024-02-14
35495640,"Evans, Young and Dean",34.41,2024-02-16
35927483,Smith-Daniels,89.8,2024-07-21
35495640,"Barnes, Young and Sanchez",95.05,2024-06-29
35927483,Reyes PLC,69.43,2024-05-23
35495640,Allen Ltd,47.14,2024-04-02
35495640,Allen Ltd,17.0,2024-05-30
35495640,Hayes-Rios,46.45,2024-07-12
35495640,Reyes PLC,65.12,2024-06-18
35927483,Allen Ltd,17.26,2024-01-20
35927483,Jones and Sons,52.72,2024-07-29
35495640,Allen Ltd,49.13,2024-03-13
35495640,"Martin, Fuentes and Owens",96.49,2024-05-11
56124453,Gomez-Hunt,96.54,2024-05-15
35927483,Hester-Thomas,18.59,2024-01-05
56124453,"Trujillo, Ewing and Young",9.17,2024-05-11
35495640,"Greene, Martin and Benson",69.33,2024-03-04
35495640,"Suarez, Russell and Coleman",87.64,2024-07-11
35927483,Hughes Inc,54.91,2024-06-07
35495640,"Barnes, Young and Sanchez",51.69,2024-06-21
56124453,Carpenter PLC,45.33,2024-05-07
56124453,"Figueroa, Stark and Ferguson",47.4,2024-04-10
35495640,"Martin, Fuentes and Owens",73.16,2024-03-05
35927483,Brown-Shaffer,74.18,2024-05-31
35495640,Gomez-Hunt,90.6,2024-02-02
35927483,"Rhodes, Miller and Jackson",54.17,2024-06-23
56124453,"Trujillo, Ewing and Young",38.21,2024-04-17
56124453,Brown-Shaffer,1.53,2024-05-27
56124453,Monroe-Howard,2.08,2024-06-12
35495640,"Trujillo, Ewing and Young",13.73,2024-03-21
35927483,"Thomas, Walker and Craig",69.69,2024-02-13
35927483,Sanchez-Meyers,7.8,2024-03-20
56124453,"Evans, Young and Dean",52.16,2024-03-30
35495640,Reyes PLC,96.71,2024-03-04
35495640,Hester-Thomas,59.17,2024-03-24
35495640,"Thomas, Walker and Craig",39.73,2024-03-09
35927483,"Figueroa, Stark and Ferguson",51.08,2024-07-24
35495640,"Smith, Smith and Sanford",20.95,2024-04-24
35927483,"Rodriguez, Ray and Romero",24.62,2024-06-12
56124453,Hayes-Rios,1.5,2024-01-03
56124453,"Figueroa, Stark and Ferguson",41.63,2024-04-17
35495640,"Thomas, Walker and Craig",19.01,2024-04-17
56124453,"Thomas, Walker and Craig",22.13,2024-01-26
35927483,Allen Ltd,92.88,2024-07-22
56124453,"Castillo, Hill and Lee",61.75,2024-02-12
35927483,Sanchez-Meyers,57.38,2024-05-31
35495640,Brown-Shaffer,93.41,2024-05-29
35927483,Hayes-Rios,1.66,2024-03-31
56124453,Davis-Ramos,59.58,2024-05-13
56124453,Davis-Mcgee,16.71,2024-07-26
56124453,"Rodriguez, Ray and Romero",22.5,2024-02-25
35927483,"Castillo, Hill and Lee",55.27,2024-01-18
35495640,"Castillo, Hill and Lee",78.15,2024-03-31
35495640,Davis-Kennedy,69.01,2024-07-09
56124453,Davis-Ramos,34.87,2024-01-08
56124453,Davis-Ramos,61.77,2024-04-18
35927483,"Suarez, Russell and Coleman",36.91,2024-02-12
56124453,Hester-Thomas,64.26,2024-04-05
35495640,Hayes-Rios,26.37,2024-02-17
35927483,Davis-Ramos,29.07,2024-01-23
35495640,Carpenter PLC,57.16,2024-05-19
56124453,Davis-Ramos,11.75,2024-06-10
35495640,Hughes Inc,3.09,2024-06-07
35927483,Hester-Thomas,81.29,2024-05-09
35495640,"Nguyen, Walker and Church",66.37,2024-01-06
35927483,Hester-Thomas,59.52,2024-02-18
35495640,Davis-Ramos,71.15,2024-03-16
35495640,"Thomas, Walker and Craig",96.66,2024-05-23
56124453,Hester-Thomas,99.42,2024-06-04
56124453,"Martin, Fuentes and Owens",77.96,2024-07-25
56124453,Carpenter PLC,47.45,2024-05-03
35927483,"Nguyen, Walker and Church",60.83,2024-03-22
35495640,"Trujillo, Ewing and Young",83.0,2024-01-23
56124453,"Rhodes, Miller and Jackson",95.51,2024-06-16
56124453,Weber-Lynch,47.56,2024-04-05
56124453,"Rhodes, Miller and Jackson",73.25,2024-06-03
35495640,Davis-Ramos,25.81,2024-03-30
35495640,Sanchez-Meyers,8.3,2024-03-17
35927483,Gomez-Hunt,70.77,2024-01-19
35927483,Carpenter PLC,33.06,2024-04-28
35927483,Hayes-Rios,94.72,2024-03-31
35927483,Reyes PLC,10.71,2024-06-03
56124453,Monroe-Howard,21.01,2024-01-15
35927483,Jones and Sons,82.51,2024-03-20
35495640,Sanchez-Meyers,46.68,2024-03-23
35927483,"Greene, Martin and Benson",59.55,2024-03-10
56124453,Sanchez-Meyers,96.76,2024-05-15
35495640,Reyes PLC,38.06,2024-02-06
35927483,Jones and Sons,35.81,2024-04-15
35495640,Monroe-Howard,83.83,2024-03-12
35495640,"Greene, Martin and Benson",70.51,2024-05-16
35927483,"Hamilton, Brown and Vincent",91.91,2024-01-11
56124453,"Trujillo, Ewing and Young",93.89,2024-05-08
35495640,Carpenter PLC,53.82,2024-01-02
56124453,Jones and Sons,79.14,2024-04-23
35495640,"Greene, Martin and Benson",87.81,2024-01-23
56124453,Davis-Mcgee,45.9,2024-05-12
35927483,Davis-Ramos,71.62,2024-04-01
35495640,Hayes-Rios,43.99,2024-02-10
35495640,Hayes-Rios,49.83,2024-05-30
35927483,Carpenter PLC,15.3,2024-07-03
56124453,Davis-Kennedy,19.36,2024-01-20
35927483,"Suarez, Russell and Coleman",82.65,2024-01-03
56124453,"Rodriguez, Ray and Romero",60.73,2024-07-09
56124453,Weber-Lynch,58.1,2024-01-14
56124453,"Nguyen, Walker and Church",74.05,2024-04-10
35495640,"Thomas, Walker and Craig",52.51,2024-01-08
35927483,"Thomas, Walker and Craig",58.43,2024-05-25
35927483,Carpenter PLC,7.03,2024-07-27
56124453,Monroe-Howard,38.07,2024-07-08
